,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
3119,3119,0.0,0.27233707904815674,"article, source, section, say, mention, think, know, make, go, thing",deserve much generous can not defend except say mean harm keep real name intend covert move quickly come compliance asap thank respond honestly thing work hard meet heighten expectation thank
3120,3120,13.0,0.4192321300506592,"source, article, royal, relation, claim, science, ancestry, israel, white, think",undone change hi vanamonde recently undo one change experiential education actually update broken link reference could link exist work paper right thank
3121,3121,2.0,0.3691469132900238,"people, say, article, wikipedia, think, know, see, position, really, make",dispute resolution hi see engage long patient discussion good start wikipediadispute resolution good place look idea place go next note user already subject rfc rfar several user issue user variety field rfc may way go
3122,3122,5.0,0.4686352014541626,"article, page, wikipedia, use, thank, edit, talk, add, help, link",wpmos please try space properly punctuation edit mainspace article conform wpmos guideline
3123,3123,5.0,0.7807885408401489,"article, page, wikipedia, use, thank, edit, talk, add, help, link",sxdx journal hi change prod speedy deletion see crap like hesitate slap csd g g g g whichever appropriate
3124,3124,12.0,0.35451871156692505,"comment, fuck, say, think, go, editor, article, know, time, even",per vh blog daisy give speech tolerate violence though isnt exactly would call hardline cage fourth week row guy effectively drop competition
3125,3125,5.0,0.37359893321990967,"article, page, wikipedia, use, thank, edit, talk, add, help, link",follow would great homer alexander great achilles pericles aristotle socrates plutarch theodoros kolokotronis el greco ioannis kapodistrias put notable greek woman like helen olympias cleopatra vii laskarina bouboulina
3126,3126,3.0,0.6137809157371521,"article, page, edit, make, name, revert, category, talk, comment, remove",hi seam like another common fup would think file wildly use would require proper consensus
3127,3127,3.0,0.9225322604179382,"article, page, edit, make, name, revert, category, talk, comment, remove",agree french language article edit remove canada instance list francophone country
3128,3128,5.0,0.7179642915725708,"article, page, wikipedia, use, thank, edit, talk, add, help, link",thanks note sorry puzzle think comment content contributor pretty clear
3129,3129,7.0,0.6359512209892273,"article, use, source, change, make, first, information, say, also, see",hello hey man uh afterthought mr redding sir read actually skim profile admittedly enjoy thoroughly thanks liveliness get last random quote instantly recognize ezekiel saw enoch sigh already ml deep indian whiskey think correct ahem apology read ezekiel recognition realize last second last wavering stupor mine may like make suggestion corection article blur vision existential link hastiness cheer karan india p thingy hic
3130,3130,4.0,0.8140885829925537,"article, know, say, australian, think, book, get, good, give, use",user puppet juice game
3131,3131,13.0,0.3001128137111664,"source, article, royal, relation, claim, science, ancestry, israel, white, think",dyk hook notability come inheritance hence well hook could make keep subordinate clause fact many book adapt film could highlight
3132,3132,0.0,0.30747395753860474,"article, source, section, say, mention, think, know, make, go, thing",remark passing must obtuse refer fix typo make meal later apologize carelessly use word speaker english third language may misinterpret mention make meal please stick facts edits harmful edits cause contention alledging talk page issue serbia templating talk page singling editor revert remove contribution source missourced problem false portrayal kosovo recognition lack kosovo relation map common ongoing chronic problem even write talk page correct nothing come please address issue create animosity faulty edit tocino person without repercussion even month ago page write polack fascist mareklug beyond redemption one mediate kick people period corrective action way late
3133,3133,5.0,0.975554883480072,"article, page, wikipedia, use, thank, edit, talk, add, help, link",way improve frans mendur hi mleivagomez cakalangsantan thanks create frans mendur tag page use page curation tool issue fix hello article frans mendur need properly cite wpcs guideline please read make appropriate change best tag remove another editor issue mention address question leave comment edit help talk volunteer teahouse
3134,3134,8.0,0.9380755424499512,"name, think, article, arab, common, time, use, read, christian, card",oops seem repeat link european low anyways storm east west indie seem nearly stationary lose convection yet
3135,3135,0.0,0.7694435119628906,"article, source, section, say, mention, think, know, make, go, thing",okay restore section without third paragraph really add anything much fourth paragraph already cover
3136,3136,5.0,0.35904985666275024,"article, page, wikipedia, use, thank, edit, talk, add, help, link",chirac never sell saddam nuclear weapon osirak reactor reactor test nuclear material presence wmd iraq usa lie know seem live dark
3137,3137,2.0,0.41826361417770386,"people, say, article, wikipedia, think, know, see, position, really, make",let understand reply question editor afd delete prior day user bmk state question comment allowable wikipedia duh whatz da udder duz aint get brain kmow stick comment sun shine sweetheart like way vote base personal evaluation material nothing much insulting rate right top list shit make absolutely certain possible chance change mind stop jerk hassle editor disagree youoh yes vote actually count enough make cry innit yet never insult editor state something false clue fuck talk talk yet go back edits bold text without permission consent finally confront user respond agf attempt resolve buzz new wikipolicy honestly editor act way bmk r article delete
3138,3138,0.0,0.6714155673980713,"article, source, section, say, mention, think, know, make, go, thing",sure agree think summary give main point elaborate corresponding section article agree controversial may quite correct word teaching least eclectic coherent loose mixture dvaita advaita
3139,3139,3.0,0.5192857384681702,"article, page, edit, make, name, revert, category, talk, comment, remove",bunt tulunadu close relation use surname nayeramenava etc name connection dogsdont trust sadasivanhe big bastard follower sn guruetymology nair obtain malabar manualtravancore state manualcochin population sensus etc reliable sourceswhy go sadasivanwho even historian
3140,3140,10.0,0.8452388048171997,"suck, album, engine, bio, dick, ga_review, roman, slow, reorganization, chart",evil dead sentence ash read necronomicon exmortis pop culture
3141,3141,4.0,0.33119437098503113,"article, know, say, australian, think, book, get, good, give, use",interesting discussion christiansen fellow oxford university consider expert subject research magnificent sure william urban actually although account livonian war baltic crusade good read krollmann teutonic order prussia elbing state categorically memel teutonic knight foundation von treitschke preamble versaille discussion state memel found teutonic knight refer peace settlement polishgerman borderlands professor ian fdmorrow give degree copoperation two related order probable northern order may garrison memel time time order release teutonic knight crusade lithuanian pskovians teutonic knight castle whilst may indeed englishlanguage wikipedia great many foreign name never change english equivalent curonian definitely english invention encyclopaedia britannica c black london produce huge set finely detailed map whilst refer great many foreign name east prussia instead ost preussen konigsberg instance never change german name also apply kurische nehrung peninsular since middle th century call atlas britain include even robinson atlas simple fact can not hope erase almost year german culture region silly way time grow behind anonymous friend
3142,3142,5.0,0.2014096975326538,"article, page, wikipedia, use, thank, edit, talk, add, help, link",sheesh nice perspective yeah think stick edit article insignificant swiss village little known uncontroversial artist musician help desk tweak good faith edits revert vandalism vandal fluffy benign comparison chapeau sky barnstars editor help keep project encyclopedic possible wp would lose without sometimes seriously wonder stick around deserve nothing respect gratitude everyone love project amen reward pov pusher three cheer rockpocket john bhg alison tyrenius et al checkuser xxxx ban editor see check sooner ac doyle eliminate impossible whatever remain however improbable must truth sir arthur conan doyle sherlock holmes blanch soldier yes get leadlerless resistance apology think ment list animal right group leadlerless resistance section obviously think vivisection make sense sorry precede unsigned comment add ar group oh right think meant regard leadlerless organisation speak shac sarc warn although leaderless resistance official organisation possible campaign organise leaderless climate camp plane stupid others follow model delete leadlerless group official organisation top though precede unsigned comment add barnstar thanks barnstar thanks suppose block report aiv beady eye mention hammy fiststm poise already e lol fist ham thanks rock onih ip like much serf right remove scrotum scrap true even bring tear eye ga nomination hi wonder animal test article good enough nomination good article major issue remain think would need deal could crum
3143,3143,0.0,0.813998818397522,"article, source, section, say, mention, think, know, make, go, thing",really enormous hypocrite know right
3144,3144,9.0,0.3341834843158722,"fact, know, article, call, go, people, time, degree, hypothesis, herd",im afraid mistaken article clearly blame lack attention pay turkana area compare dadaab area grow humanitarian crisis aid agency estimate three quarter population area need relief food international community try mop fund assist horn africa say face bad drought year kenya horn africa fund try mop kenya world focus somalia starve refugee pour across kenyan border kenya brink famine unlike dadaab world large refugee camp victim drought concentrate one place nine hour drive nairobi kenya hungry reach scatter across isolated region hour away country capital people go hungry spread across kenya large district square kilometres harsh inaccessible land disagree assertion mean produce quote article support contention do mine way school turkana region kenya also force close food child
3145,3145,0.0,0.29924434423446655,"article, source, section, say, mention, think, know, make, go, thing",would like bring point discussion proposal clear make mind protein mass spectrometry really consider mass spectrometrybased proteomics say certainly slippery slope field whole progress anything protein become proteomics majority people field consider study many proton charge single well purify protein standard perhaps synthetic small protein study ionization protein novel maldi matrix gas phase protein complex dissociate via different fragmentation mechanism mass spectrometrybased proteomics slightly old school tend consider proteomics involve somewhere largescale ie cell organelles sub cellular fraction etc focused proteomics highly purified homogeneity fraction always focus measure complement protein biological organism comparison biophysics synthetic dna molecule pass synthetic porous material hardly genomics clearly protein mass spectrometry mass spectrometrybased proteomics exist interrelated
3146,3146,4.0,0.27484261989593506,"article, know, say, australian, think, book, get, good, give, use",note change username think make mistake signing remember call whatever like since really care fuckwit shitforbrains zombieraper whatever course maybe change mind later alter username god something insist anyone refuse address manner make personal attack cheer
3147,3147,3.0,0.8736956119537354,"article, page, edit, make, name, revert, category, talk, comment, remove",talk list good article already list section edit grant easily fit category though talk banner talk page know get title law beyond social science society automatically
3148,3148,2.0,0.542923629283905,"people, say, article, wikipedia, think, know, see, position, really, make",friend becaue page long need split fuck hell lot research list notable event would like ask cris stop deleting work know list move list integral part emerge wikipedia page want turn narative time write entiore sordid hidtory sfpd please stop deleting work hchapot
3149,3149,7.0,0.47792062163352966,"article, use, source, change, make, first, information, say, also, see",support wpconcise trump wikipedia duty mislead actual planet mislead title article discover extrasolar planet sincerely worried current title might mislead one believe genuine planet name exist believe appropriate require user click link allay confusion article title must factually accurate
3150,3150,7.0,0.5220972299575806,"article, use, source, change, make, first, information, say, also, see",camp concentrate undesirable many american citizen one location arm guard barb wire else call nazi camp concentration camp death camp
3151,3151,11.0,0.40093567967414856,"time, article, say, know, do, get, go, make, see, stupid",event revise propose edit alright mostly minor copy edit good sign find bitch additional thing would like address two anonymous reference soldier reference air attack know people assume reference us un force think would clarify could add change edits talkquote north korean force july seize town yongdong mile km west gun ri st cavalry division troop evacuate nearby village include hundred resident chu gok ri ke ri join refugee travel main road spend night riverbank near ha ga ri village mile km west gun ri morning july find soldier leave continue road south villager stop us soldier roadblock near gun ri order onto parallel railroad track us soldier soldier search belonging refugee rest spread along railroad embankment around midday warplane attack attacked military aircraft know strafe group possibly account drop bombscommittee review restoration honor gun ri victim gun ri incident victim review report seoul government republic korea isbn truth reconciliation commission republic korea december newsletter retrieve august plane aircraft come back fire us chaos break among refugee run around wildly try get away first attack many people hit kill recall survivor yang haechan yearold boy ard television germany massacre gun ri march min retrieve august survivor initially seek protection small culvert beneath track gunfire follow shoot us side run side shoot us say kum choja yearold girl wound track yang chung koohun teenager say saw soldier un soldier korean walking among wounded civilian shoot munwha broadcast corp south korea gun ri still live truth behind day september like hunt us yang say survivor make way nearby twin underpass gun ri railroad bridge tunnel foot long foot wide foot high others force tunnel american soldier th cavalry troop soon open fire machine gun small arm light weapon continue next three day ministry defense republic korea report finding gun ri incident seoul south korea january child scream fear adult pray life whole time never stop shoot say survivor park sunyong whose yearold son yearold daughter kill park badly wound say still alive begin pile corps shield gunfire night american turn searchlight tunnel continue fire say survivor chung kooho second night mother shot time hug young sister breast protect us gunfire kill four bullet head back two nd battalion communication specialist larry levine james crume say remembered order fire refugee come high level probably st cavalry division others recall ground fire
3152,3152,11.0,0.3805610239505768,"time, article, say, know, do, get, go, make, see, stupid",im favor wikihugs evolution supportive thoughtful environment jimboprime stop harass asshole anonymous dox everyone know
3153,3153,5.0,0.699760913848877,"article, page, wikipedia, use, thank, edit, talk, add, help, link",templatedid know nominationsarmageddon holocaust let know dyk resurface nominator say problem fixed please take look see concern address note monitoring template page need reply directly though please reply rather talk page thanks
3154,3154,11.0,0.8673219680786133,"time, article, say, know, do, get, go, make, see, stupid",troll please stop troll complete waste time
3155,3155,2.0,0.33347287774086,"people, say, article, wikipedia, think, know, see, position, really, make",article certainly go beyond afrocentrism way comparison subject actually mainstream scholarly afrocentrism pale insignificance per wpdue place give weight fringe view article dedicate fringe view nonafricentrist ie mainstream discussion population history egypt discuss article swamp tangent afrocentrist ideology article population history egypt
3156,3156,5.0,0.3540760576725006,"article, page, wikipedia, use, thank, edit, talk, add, help, link",comment relevant guidance naturally wpvamos can not natural edit nearly seven year create around dozen visual art article first hear comment unlikely fox person ever title paint nasturtium name another notable painting title comment seem counterintuitive find article artwork expect know artist one main reason would consult encyclopedia article artwork learn artist vamos inconsistent appraoch take rest encyclopedia include artwork book etc disambiguate creator rather class bit like equally idiosyncratic us place name disambiguation practice seem put cart horse appear cater well exception like numerous painting name madonna child force painting require disambiguation use nonstandard unintuitive disambiguation method one strangest guideline see wikipedia
3157,3157,2.0,0.33664780855178833,"people, say, article, wikipedia, think, know, see, position, really, make",kieferskunk anony question let us say example panther caroso time assault decide change last name would simply change caroso caruso make sense would identify typo appear anywhere basically would change name minimal one letter truly fully understand side debate simply want elucidate opinion particular statement please respond
3158,3158,7.0,0.6024771928787231,"article, use, source, change, make, first, information, say, also, see",stupid minor controversy like thing even mention see beyonce adele adkins article cite minor controversy beyonce fake baby bump adele middle finger brit award
3159,3159,3.0,0.24806781113147736,"article, page, edit, make, name, revert, category, talk, comment, remove",archive discussion wikipediarequested move request withdraw suffolk suffolk england consequence suffolk disambiguation suffolk suffolk county new york population million twice area population suffolk england capital massachusetts boston locate suffolk county massachusetts county population nearly small suffolk england great population addition google search suffolk return suffolk county new york suffolk university boston city suffolk virginia top three match oppose suffolk county exist disambiguation cope two example mention isnt suffolk england also county description article suffolk pronounce uffuk large lowlying county east anglia eastern england also boston suffolk commonly use suffolk county formal example someone usually refer suffolk district attorney suffolk jail comment since suffolk shire like oxfordshire think call county suffolk occasionally american county county formally incorporated place england suffolk suffolk county seem place us know suffolk county suffolk hence acceptable use suffolk county disambig correct suffolk county official name least massachusetts county usually drop informal discussion county england suffolk county council quite honest go push issue farther users opinion suffolk england exist suffolk without disambiguation certainly accept also oxfordshire county council oxfordshire county call county council suffolk never suffolk county way do england yes suggest remove request believe counter proposal middlesex post request relation proposal middlesex assure response retaliation actually interested ceremonial county england article notice almost county home state massachusetts name english county middlesex essex suffolk berkshire name read comment proposal come conclusion suffolk county probably best disambiguation page however still oppose middlesex propose change supportconsistency actually oppose virtually county england england part title administrative county england wouldnt suffolk england suffolk uk preferable anyway give naming convention would oppose move oppose entirely unnecessary still talk cricket find arthur dent momentwhere slartibartfast show history krikkit thinking paul mccartney buy half england oh yeah oppose oppose naturally oppose
3160,3160,5.0,0.2894630432128906,"article, page, wikipedia, use, thank, edit, talk, add, help, link",thank styleborder px solid gray backgroundcolor width rowspan styleverticalaligntopwidth em rowspan stylefontsize large pad verticalalign bottom height em wikiproject devon barnstar merit styleverticalalign top bordertop px solid gray height em vast improvement article dartmoor preservation association since expand article well five time could nominate appear know section appear home page happy help want styleverticalalign top bordertop px solid gray wikiaward give roadrunnercwll welcome wikipedia trust enjoy foray wp article write hope plan make contribution could active editor devon topic maintain interest work recently general vandal fight read article think change would improve main one lead section summarize rest article second paragraph part third would better separate background section last para dpa continue mostly belongs recent activity since something similar would better head write long term want make change discuss suggestion finally record assume associate way organisation fine hardly show article though do cast eye policy conflict interest know criticism dpa past maybe section aspect could add
3161,3161,12.0,0.8839300274848938,"comment, fuck, say, think, go, editor, article, know, time, even",fritzges crap last name liddell many time tell us come correctingdumbprs
3162,3162,10.0,0.3426113426685333,"suck, album, engine, bio, dick, ga_review, roman, slow, reorganization, chart",ca nigger african canadian pretend gang relate
3163,3163,3.0,0.7916486859321594,"article, page, edit, make, name, revert, category, talk, comment, remove",also article station appear two market via repeater add templates market market originates
3164,3164,13.0,0.3295688033103943,"source, article, royal, relation, claim, science, ancestry, israel, white, think",others invent define cultural impact give try
3165,3165,0.0,0.9596230387687683,"article, source, section, say, mention, think, know, make, go, thing",care long stick people garbage source garbage source issue go go away hop good insight argument forthcoming discussion state soon start opinion matter
3166,3166,3.0,0.40795472264289856,"article, page, edit, make, name, revert, category, talk, comment, remove",holy shit didnt know new mccarthy book half way huge george rr martin fantasy book right
3167,3167,11.0,0.5112907290458679,"time, article, say, know, do, get, go, make, see, stupid",maynard fail physical first tenure army season mistakenly think draft misread letter kid school join malt shop farewell maynard find misread letter join army yes join short time within one episode become corporal end episode discharge maynard do well army eventually didnt want sohe already army one point fail physical maynard actually good guy first army stint perhaps way show viewer beatniks bad people love maynard crush like lol
3168,3168,8.0,0.938083827495575,"name, think, article, arab, common, time, use, read, christian, card",publisher name name actually dutton dutton publisher already exist redirect know procedure fix maybe someone else bother
3169,3169,4.0,0.6085917949676514,"article, know, say, australian, think, book, get, good, give, use",third live album high road album also claim third live album
3170,3170,3.0,0.33363229036331177,"article, page, edit, make, name, revert, category, talk, comment, remove",ping also nice trip ping originally computer jargon forpoking another computer see ping network utility hey hey ok report dysfunctional evolved poke people wikipedia use slangy reference wpecho feature add one little red message button hope field trip pleasantgood weather good findsand people keep cry willssonnn minimum would hard time best wish
3171,3171,4.0,0.4319339990615845,"article, know, say, australian, think, book, get, good, give, use",ya well man enough mature enough admit something wrong big fucking deal big tool website life take way seriously buddy need quit throw wait around wikipedia think good think big shot even close quit correct mistake worry fuck self sign post
3172,3172,2.0,0.4794560372829437,"people, say, article, wikipedia, think, know, see, position, really, make",nothing personal course issue time similiar view express others like reliability time consumption forward progress course issue ford williams never say say say sure understand hesitation role reverse someone else thing would also cautious know think call murray must think something someone else sorry
3173,3173,0.0,0.2888731062412262,"article, source, section, say, mention, think, know, make, go, thing",utterly appal article always utterly appal need total rewrite look preposterous open sentence culture scotland refers idiosyncratic cultural norm scotland scottish people return article start dire fashion
3174,3174,13.0,0.4466630220413208,"source, article, royal, relation, claim, science, ancestry, israel, white, think",comment remove black hebrew israelite since clearly belong even broadly define jewish identity
3175,3175,7.0,0.2986990511417389,"article, use, source, change, make, first, information, say, also, see",occupied territory ie kuwait city paris invader put flag representative building doesnt mean flag represent real nation land must consider kind inhabitant previous invasion new one move colonial population morocco gain control land course could external interest independence away interest several un resolution recognise western sahara right nation start un ask spain former metropoli decolonization free territory france morocco rasd w state military occupy yet tamaran
3176,3176,5.0,0.2532339096069336,"article, page, wikipedia, use, thank, edit, talk, add, help, link",try find professional review mention film review weird find user review odd consider make billboard top vote best prog metal album time despite allmusic review link article professional one find simply make point plot album discuss extensively outside wikipedia previously mention intend use actual source agree length thing busy get chance attempt create sub word version unless somebody experience would prefer instead
3177,3177,2.0,0.5645989179611206,"people, say, article, wikipedia, think, know, see, position, really, make",question read article wonder something abraham lincoln birthday mention anywhere entire article seem fit mention since bear day darwin today
3178,3178,7.0,0.4436809718608856,"article, use, source, change, make, first, information, say, also, see",think statement correct honest incredibly mushy confuses number different idea australian get decide head state set law say head state like country far choose extent democratic selfdetermination come play establish neither australian people elect representative choose clarify issue australian opinion subject head state current constitutional framework valid anybody else every individual course free regard whomever like head state without interference people nobody force person believe anything australian particular right decide wikipedia regard australian head state wellestablished feature wikipedia everyone recognize come thing like ethnic dispute eastern europe people country article country particular case question revolve around term head state define anything else australians exclusive right define standard english term standard definition head state less dictionarycom definition say person hold high position national government say nothing executive power diplomatic representation actual power anything high position idea country sovereign distinct head state alien usual meaning head state english language
3179,3179,5.0,0.3538590669631958,"article, page, wikipedia, use, thank, edit, talk, add, help, link",thanks hi bugs comment regard ani greatly appreciated one get right time try best regard sockpuppet case hello let know sockpuppet case raise wikipediasockpuppet investigationsjack merridew report raise wpaiv right buggy purposely make last contact gibberish like refresh memory realize post verify past content use yiddish fly kike moron also humor bottom page characterize genius fourth power haha funny genius try edit write citizendium never make unless need expert stir trouble put two cent know nothing opinion want run along ani see else impress stupidity thank valuable input
3180,3180,13.0,0.44470101594924927,"source, article, royal, relation, claim, science, ancestry, israel, white, think",hi think mention phrase use pira article discussion page call spade spade probably best avoided day construe ethnic slur especially used discussion person color
3181,3181,13.0,0.45351219177246094,"source, article, royal, relation, claim, science, ancestry, israel, white, think",accept interpretation although mark actual meaning clean translation english would offer nonperson close however base know japanese history minor college asian study discussion many close japanese friend still student culture language would much like see opinion topic
3182,3182,4.0,0.3908784091472626,"article, know, say, australian, think, book, get, good, give, use",rfc lede define narrative myth academic sense rfc create genesis creation narrative lede define narrative myth academic sense since involve discussion inform attempt canvas people side dispute notified
3183,3183,11.0,0.26663732528686523,"time, article, say, know, do, get, go, make, see, stupid",well opinion worth exactly pay since never edit article sure need analyze within coi framework appear someone push specific acupuncture clinic whatever clear different general povpushing case suppose issue coirelated discussion come across lately turn conversation one edit one interest reallife person behind edits interest difficult identify often unverifiable always easily stuffed coi box
3184,3184,5.0,0.7956532835960388,"article, page, wikipedia, use, thank, edit, talk, add, help, link",nrisonly page wow thanks take nrisonly article project continually impressed ability write useful script nrhp stuff time next couple day take look output happily help since also want track nrisonly article suspect notice already several letter miss output list highly doubt nrisonly article start r instance aside handful article spotchecked look fine far thing want check include one test case unfortunately start r
3185,3185,3.0,0.49506881833076477,"article, page, edit, make, name, revert, category, talk, comment, remove",kept ebcause notable find something wrong article like person please fix
3186,3186,10.0,0.5021910071372986,"suck, album, engine, bio, dick, ga_review, roman, slow, reorganization, chart",suck dick asshole
3187,3187,0.0,0.42755451798439026,"article, source, section, say, mention, think, know, make, go, thing",general method say mention diophantus never use general method solution hermann hankel renowned german mathematician make follow remark regard diophantus author diophantos slight trace general comprehensive method discernible problem call special method refuse work even closely related problem reason difficult modern scholar solve st problem even study diophantos solution ref least think ref rescue version age back hankel h geschichte der mathematic altertum und mittelalter leipzig translate english ulrich lirecht chinese mathematics thirteenth century dover publication new york noone say since unlikely true etc
3188,3188,0.0,0.8452211618423462,"article, source, section, say, mention, think, know, make, go, thing",joe kido japanese name romanize joe toei website
3189,3189,12.0,0.5431038737297058,"comment, fuck, say, think, go, editor, article, know, time, even",rude outburst talk page one number incident alan make accusation canvass stalk sockpuppetry bad faith nomination mention extremely uncivil truculent anyone temerity disagree suggestion cool thing bit noted meet thinly veiled attack think time come launch rfc since behaviour beyond acceptable particularly aim new editor
3190,3190,5.0,0.6454688906669617,"article, page, wikipedia, use, thank, edit, talk, add, help, link",thank make wpnodrama success thank support great wikipedia dramaout preliminary state indicate new article create article improve image upload additionally article nominate dyk least already promote currently also article ga status fafl status though campaign technically please continue update log page wpnodramal article work campaign also note receive commendation dyk ga fa status may find follow link helpful nominating work ttdyk know nomination wpgac good article nomination wpfac featured article nomination wpflc featured list nomination wpfpc featured picture nomination thank make event success say drama
3191,3191,9.0,0.48319461941719055,"fact, know, article, call, go, people, time, degree, hypothesis, herd",stop cry stop cry leave write fake know go school nerd
3192,3192,5.0,0.5708874464035034,"article, page, wikipedia, use, thank, edit, talk, add, help, link",needless say find posting message disregard request
3193,3193,7.0,0.33911004662513733,"article, use, source, change, make, first, information, say, also, see",noticed addition carnycon dvd know website maybe recognize carny fan website list dvd infos crosschecking state real thing also three dvd might need split dvds page source intro write somehow comparible necessarily detail lose tv series dvd release another way go would describe sentence carnycon carniv le would much knowledge main article need something implies carnycon dvd info include noncanon dvd release fan afaik wikipediaarticles deletionlist pink floyd roios wikipediaarticles deletionhave get yet precedent case noncanon material make example c
3194,3194,12.0,0.3051522672176361,"comment, fuck, say, think, go, editor, article, know, time, even",delete first title ambiguous would movebut article burlington ontario pretty tiny easily quite bit room short list city councillor city article grow cumbersome something noteworthy happen council might worthwhile create burlington ontario city council page
3195,3195,5.0,0.4905267059803009,"article, page, wikipedia, use, thank, edit, talk, add, help, link",thank dear sorry call german take advice find source article thank byee
3196,3196,2.0,0.471976101398468,"people, say, article, wikipedia, think, know, see, position, really, make",say would block edited third time try proofread writeanyway wikipedia garbagei business first place sixteen mother tell business talk freemasonry stupidcreepysatanic topic never want say thing different topic
3197,3197,5.0,0.7678330540657043,"article, page, wikipedia, use, thank, edit, talk, add, help, link",hope miss diacritic cheer
3198,3198,12.0,0.579351544380188,"comment, fuck, say, think, go, editor, article, know, time, even",well think good job know hand clean beware way suck previous action act proof wish keep sense numb srihari
3199,3199,3.0,0.6974970698356628,"article, page, edit, make, name, revert, category, talk, comment, remove",try move category page try move category page american theatre hall fame inductees new one call american theater hall fame inductees anyone else wikipedia know please help
3200,3200,5.0,0.36954301595687866,"article, page, wikipedia, use, thank, edit, talk, add, help, link",cluebotng static ip address way wikipedia stop vandalising webpage cluebotng pile sht obviously job well simply put star swear word take couple hour pick ironically vandalise page basically tell stop vandalise wikipedia page
3201,3201,4.0,0.6103163957595825,"article, know, say, australian, think, book, get, good, give, use",picture suck someone get something well
3202,3202,7.0,0.48286837339401245,"article, use, source, change, make, first, information, say, also, see",hi specifico see post elsewhere suggest really get along suggest turn temperature bite struck comment read diffs either take word suggest economist
3203,3203,7.0,0.5159744620323181,"article, use, source, change, make, first, information, say, also, see",apology jump gun second rfc start one previous one unsuccessful think one good frame stay track
3204,3204,5.0,0.4259583353996277,"article, page, wikipedia, use, thank, edit, talk, add, help, link",thanks help halfway house say thanks revert halfway house disambiguation may note anonymous user talk page say make mistake true thought create page novel last night link disambiguation page turn sit sandbox duh anyway give himher benefit doubt overwrite link really redline hour give initial vandalism warn think call correctly want go ahead lay page slang name aspect pub crawls deal later cheer
3205,3205,0.0,0.29241564869880676,"article, source, section, say, mention, think, know, make, go, thing",encouragement see comment elsewhere know already see wee bitty pee experience wikipedia far stick learn interact people already personal view need many editor brave enough venture article concern irish nationalism irish republicanism well article various period trouble modern irish history need neutral view editor prepare consider input make judgement neutrality article perspective long various faction unionist nationalistrepublican nothing fight article establish pov seem stop far see far many article leave wikipedia regard subject badly write full partisan comment irish nationalism one look day would think write year old ira supporter right message send people irish nationalism please ask email specialemailusersonofsetanta start dialogue guide minefield help get much enjoyment satisfaction use wiki
3206,3206,2.0,0.7672361135482788,"people, say, article, wikipedia, think, know, see, position, really, make",first comment yay imxsoxrad
3207,3207,12.0,0.3887560963630676,"comment, fuck, say, think, go, editor, article, know, time, even",anyone else find fuck hilarious know lmfao
3208,3208,11.0,0.6904964447021484,"time, article, say, know, do, get, go, make, see, stupid",st catharines stupid pooey
3209,3209,2.0,0.47183308005332947,"people, say, article, wikipedia, think, know, see, position, really, make",like see new article puerto rican woman military
3210,3210,11.0,0.37798556685447693,"time, article, say, know, do, get, go, make, see, stupid",article recording record label would help bolster notability record andor artist nothing establish notability record company need indepth article independent source company usually reputable magazine newspaper book show notable
3211,3211,13.0,0.5258058905601501,"source, article, royal, relation, claim, science, ancestry, israel, white, think",wale principality since wale status upgraded country england scotland country argument however northern ireland province
3212,3212,0.0,0.33174824714660645,"article, source, section, say, mention, think, know, make, go, thing",accord article wwe road agent call producer
3213,3213,5.0,0.5344609618186951,"article, page, wikipedia, use, thank, edit, talk, add, help, link",spi elen work spi noticed similarity style nature marginal notability article work wikipediasockpuppet investigationsyaratamarchive spi perhaps follow
3214,3214,0.0,0.388694167137146,"article, source, section, say, mention, think, know, make, go, thing",cyde well message really reference bearly reply rather surprise think genuinely helpful im usually aware dick
3215,3215,5.0,0.9416486620903015,"article, page, wikipedia, use, thank, edit, talk, add, help, link",dreamer prod template added article dreamer suggest delete accord propose deletion process contribution appreciate may satisfy wikipedia criterion inclusion deletion notice explains see also wikipedia wikipedia deletion policy may contest propose deletion remove date prod notice please explain disagree propose deletion edit summary talk page also please consider improve article address issue raise even though remove deletion notice prevent deletion propose deletion process article may still delete match speedy deletion criterion send article deletion may delete consensus delete reach
3216,3216,7.0,0.35330432653427124,"article, use, source, change, make, first, information, say, also, see",suttee hi pranathi due lack time give cursory look article controversial quote definitely agree quote racist whether include would racism can not say sure perhaps mention connotation line precede quote something like rather condescend tone sir napier remark thus blah blah much ever remark racist can not really justify suttee course barbaric act perpetrate almost civilisation various point time need either guilty defendmask action perpetrate people live space occupy let us defend india today people populate place happen fall current indian region despite whatever say factual accuracy quote dispute removed general advice take break article remove watchlist concentrate different article interest sometime come back article week number indiarelated article need care attention adopt india category take care article like state bank india constitution india parliament india cuisine india etc stop suttee sometime later find time try sort issue amicable manner
3217,3217,11.0,0.8452335000038147,"time, article, say, know, do, get, go, make, see, stupid",really stupid even make edits
3218,3218,8.0,0.4835703372955322,"name, think, article, arab, common, time, use, read, christian, card",change importance change importance scale
