,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
4622.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4623.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4624.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4625.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4626.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4627.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4628.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4629.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4630.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4631.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4632.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4633.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4634.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4635.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4636.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4637.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4638.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4639.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4640.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4641.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4642.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4643.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4644.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4645.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4646.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4647.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4648.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4649.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4650.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4651.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4652.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4653.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4654.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4655.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4656.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4657.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4658.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4659.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4660.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4661.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4662.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4663.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4664.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4665.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4666.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4667.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4668.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4669.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4670.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4671.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4672.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4673.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4674.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4675.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4676.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4677.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4678.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4679.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4680.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4681.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4682.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4683.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4684.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4685.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4686.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4687.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4688.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4689.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4690.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4691.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4692.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4693.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4694.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4695.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4696.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4697.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4698.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4699.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4700.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4701.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4702.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4703.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4704.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4705.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4706.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4707.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4708.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4709.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4710.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4711.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4712.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4713.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4714.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4715.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4716.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4717.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4718.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4719.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4720.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4721.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4722.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4723.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
4724.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4725.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4726.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4727.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4728.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4729.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4730.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4731.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4732.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4733.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4734.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4735.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4736.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4737.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4738.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4739.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4740.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4741.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4742.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4743.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4744.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4745.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4746.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4747.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
4748.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4749.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4750.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4751.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4752.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4753.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4754.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4755.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4756.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4757.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4758.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4759.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4760.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4761.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
4762.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4763.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4764.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4765.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4766.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4767.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4768.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4769.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4770.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4771.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4772.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4773.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4774.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4775.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4776.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4777.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4778.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4779.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4780.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4781.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4782.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4783.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4784.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4785.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4786.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4787.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4788.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4789.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4790.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4791.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4792.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4793.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4794.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4795.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4796.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
4797.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4798.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4799.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4800.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4801.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
4802.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4803.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4804.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4805.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4806.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4807.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4808.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4809.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4810.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4811.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4812.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4813.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
4814.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4815.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4816.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4817.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4818.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4819.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4820.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4821.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4822.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
4823.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4824.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4825.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4826.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4827.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4828.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4829.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4830.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
4831.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4832.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4833.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4834.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4835.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4836.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4837.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4838.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4839.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4840.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4841.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4842.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4843.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4844.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4845.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4846.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4847.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4848.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4849.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4850.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4851.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4852.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4853.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4854.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4855.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4856.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4857.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4858.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
4859.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4860.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4861.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4862.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4863.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4864.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4865.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4866.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4867.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4868.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4869.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4870.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4871.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
4872.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4873.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4874.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4875.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4876.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4877.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4878.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4879.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4880.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4881.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4882.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4883.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4884.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4885.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4886.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4887.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4888.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4889.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4890.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4891.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4892.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4893.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4894.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4895.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4896.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4897.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4898.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4899.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4900.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4901.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4902.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4903.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4904.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4905.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4906.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4907.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4908.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4909.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4910.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4911.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4912.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4913.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4914.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4915.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4916.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
4917.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4918.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4919.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4920.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4921.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4922.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4923.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4924.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4925.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4926.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4927.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4928.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4929.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4930.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4931.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4932.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4933.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4934.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4935.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4936.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4937.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4938.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4939.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
4940.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4941.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4942.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4943.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4944.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4945.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4946.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4947.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4948.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4949.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4950.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4951.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4952.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4953.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4954.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4955.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4956.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4957.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4958.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4959.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4960.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4961.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4962.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
4963.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4964.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4965.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4966.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4967.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4968.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4969.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4970.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4971.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4972.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4973.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4974.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4975.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4976.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4977.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4978.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4979.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
4980.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4981.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4982.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4983.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4984.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4985.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4986.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
4987.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
4988.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
4989.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4990.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4991.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4992.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4993.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4994.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
4995.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
